//////////// MONGOL_EXTRASUN
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
20 20 20	96 152 215	255 255 255	0 23 24 	0 23 24	0 0 0	0 0 0	0.00 0.00 0.00 0 0 0	1000.00 10.00 0.20 0 0 0	23 28 30	55 55 66 240	255 64 64 12	255 88 66 66	155 0 0
//5AM
20 20 20	96 152 215	255 255 255	0 20 20 	0 23 24	0 0 0	0 0 0	0.00 0.00 0.00 0 0 0	1000.00 10.00 0.20 0 0 0	23 28 30	55 55 66 240	255 64 64 12	255 88 66 66	155 0 0
//6AM
16 12 8	 	225 225 225	255 255 255	84 101 84	132 146 124	255 128 0	255 128 0	9.40 1.00 1.00 140 100 0	900.00 10.00 0.80 70 70 205	120 92 88	185 160 160 220 180 66 66 66	255 136 114 20	120 160 0
//7AM
77 77 4 	248 250 160	255 255 255	84 101 84	132 146 124	255 128 0	255 128 0	8.20 0.20 0.80 100 50 75	1000.00 100.00 0.50 70 70 205	225 225 255	145 170 170 240	255 106 64 65	255 144 130 20	185 205 0
//Midday
77 77 4  	248 250 160	255 255 255	84 101 84	132 146 124     255 255 0    	255 98 0	7.10 1.00 0.00 236 0 190	1100.00 100.00 1.00 24 24 82	225 225 255	140 200 255 190 190 64 104 87	255 166 114 20	185 205 0
//7PM					    
77 77 4  	225 225 225	255 255 255	60 50 52	137 100 84	222 88 0	122 55 0	1.00 0.00 0.80 110 40 75	900.00 100.00 0.80 24 24 82	255 225 215	140 200 255 190 190 64 	84 84	255 162 130 14 185 205 0
//8PM
11 4 0	        96 152 215	255 255 255	0 31 32   	38 40 103	255 128 0	5 8 0	0.00 0.00 0.70 160 100 0 	        1000.00 10.00 0.80 30 20 0	120 72 68	185 160 160 220 180 66 66 66	255 149 114 20	140 190 0
//10PM						
20 20 20	96 152 215	255 255 255	0 23 24 	0 31 32	0 0 0	0 0 0	0.00 0.00 0.00 0 0 0	1000.00 10.00 0.20 0 0 0	23 28 30	55 55 66 240	255 64 64 12	255 88 66 66	155 0 0
//
////////////// MONGOL_SUN
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
20 20 20	96 152 215	255 255 255	5 12 15 	0 23 24	0 0 0	0 0 0	0.00 0.00 0.00 0 0 0	1000.00 10.00 0.20 0 0 0	23 28 30	55 55 66 240	255 64 64 12	255 88 66 66	155 0 0
//5AM
20 20 20	96 152 215	255 255 255	0 23 24	 0 23 24	0 0 0	0 0 0	0.00 0.00 0.00 0 0 0	1000.00 10.00 0.20 0 0 0	23 28 30	55 55 66 240	255 64 64 12	255 88 66 66	155 0 0
//6AM
16 12 8	 	225 225 225	255 255 255	103 112 73	147 158 112	255 128 0	255 128 0	9.40 1.00 1.00 140 100 0	900.00 100.00 0.80 30 20 0	120 92 88	185 160 160 220 180 66 66 66	255 139 114 40	80 90 0
//7AM
68 68 4 	225 225 225	255 255 255	103 112 73	147 158 112	255 128 0	255 128 0	7.20 1.00 0.00 100 50 75	900.00 100.00 0.50 200 200 240	225 225 255	145 170 170 240	255 106 64 57	255 142 112 10	185 205 0
//Midday
68 68 4 	225 225 225	255 255 255	103 112 73	147 158 112     255 105 0    	255 98 0	7.10 1.00 0.00 236 0 190	900.00 100.00 1.00 200 200 240	225 225 255	140 200 255 190 190 64 74 67	255 162 120 20	185 205 0
//7PM					
68 68 4 	225 225 225	255 255 255	60 50 52	137 100 84	222 88 0	122 55 0	1.00 0.00 0.80 110 40 75	800.00 100.00 0.80 60 30 10	225 185 65	140 200 255 190 190 64 84 84	255 162 130 14	185 205 0
//8PM
11 4 0	        96 152 215	255 255 255	0 31 32   	38 40 103	255 128 0	5 8 0	0.00 0.00 0.70 160 100 0 	700.00 10.00 0.80 30 20 0	120 72 68	185 160 160 220 180 66 66 66	255 149 114 20	140 190 0
//10PM						
20 20 20	96 152 215	255 255 255	0 23 24 	0 31 32	0 0 0	0 0 0	0.00 0.00 0.00 0 0 0	1000.00 10.00 0.20 0 0 0	23 28 30	55 55 66 240	255 64 64 12	255 88 66 66	155 0 0
//Å@
//////////// MONGOL_SMOG_EXTRASUN
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
20 20 20	96 152 215	255 255 255	0 23 24 	0 23 24	0 0 0	0 0 0	0.00 0.00 0.00 0 0 0	1000.00 10.00 0.20 0 0 0	23 28 30	55 55 66 240	255 64 64 12	255 88 66 66	155 0 0
//5AM
20 20 20	96 152 215	255 255 255	0 23 24 	0 23 24	0 0 0	0 0 0	0.00 0.00 0.00 0 0 0	1000.00 10.00 0.20 0 0 0	23 28 30	55 55 66 240	255 64 64 12	255 88 66 66	155 0 0
//6AM
16 12 8	 	225 225 225	255 255 255	84 101 84	132 146 124	255 128 0	255 128 0	9.40 1.00 1.00 140 100 0	600.00 10.00 0.80 70 70 205	120 92 88	185 160 160 220 180 66 66 66	255 136 114 20	120 160 0
//7AM
77 77 4  	248 250 160	255 255 255	84 101 84	132 146 124	255 128 0	255 128 0	8.20 0.20 0.80 100 50 75	700.00 100.00 0.50 70 70 205	225 225 255	145 170 170 240	255 106 64 65	255 144 130 20	185 205 0
//Midday
77 77 4  	248 250 160	255 255 255	84 101 84	132 146 124		255 255 0    	255 98 0	7.10 1.00 0.00 236 0 190	800.00 100.00 1.00 24 24 82	225 225 255	140 200 255 190 190 64 104 87	255 166 114 20	185 205 0
//7PM					    
77 77 4  	225 225 225	255 255 255	60 50 52	137 100 84	222 88 0	122 55 0	1.00 0.00 0.80 110 40 75	800.00 100.00 0.80 24 24 82	255 225 215	140 200 255 190 190 64 	84 84	255 162 130 14 185 205 0
//8PM
11 4 0	96 152 215	255 255 255	0 31 32   	38 40 103	     255 128 0	5 8 0	0.00 0.00 0.70 160 100 0 	600.00 80.00 1.00 120 100 100	0 0 0	122 126 134 240	255 64 66 66	255 149 114 20	155 0 0
//10PM						
